id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
21231,OGLE LMC SC19 119756,LMC,DCEP,3.767,5 44 22.98,-70 40 55.20,,15.782,15.177,,14.51,,,,,,,,,,,,,
21232,OGLE LMC SC19 126014,LMC,DCEP,2.98714,5 44 15.13,-70 33 21.90,,16.102,15.632,,15.104,,,,,,,,,,,,,
21233,OGLE LMC SC19 126027,LMC,DCEP,3.02892,5 43 59.87,-70 31 18.20,,16.079,15.611,,15.072,,,,,,,,,,,,,
21249,OGLE LMC SC19 180954,LMC,DCEP,2.00553,5 44 50.45,-70 22 29.60,,16.362,16.052,,15.553,,,,,,,,,,,,,
21248,OGLE LMC SC19 178247,LMC,DCEP,3.53736,5 45 4.00,-70 27 2.30,,16.102,15.573,,14.974,,,,,,,,,,,,,
21247,OGLE LMC SC19 175567,LMC,DCEP,3.55036,5 45 1.38,-70 29 13.60,,16.147,15.613,,15.005,,,,,,,,,,,,,
21246,OGLE LMC SC19 169753,LMC,DCEP,3.05942,5 44 38.22,-70 37 36.40,,16.387,15.855,,15.201,,,,,,,,,,,,,
21245,OGLE LMC SC19 166717,LMC,DCEP,3.93426,5 44 36.40,-70 39 5.40,,15.943,15.44,,14.811,,,,,,,,,,,,,
21244,OGLE LMC SC19 163667,LMC,DCEP,2.0442,5 45 0.18,-70 44 40.90,,16.115,15.671,,15.137,,,,,,,,,,,,,
21243,OGLE LMC SC19 160748,LMC,DCEP,3.48896,5 44 31.90,-70 47 47.30,,16.229,15.704,,15.045,,,,,,,,,,,,,
21242,OGLE LMC SC19 148475,LMC,DCEP,2.97442,5 44 34.05,-70 59 32.50,,16.158,15.738,,15.16,,,,,,,,,,,,,
21241,OGLE LMC SC19 148467,LMC,DCEP,2.85614,5 44 38.06,-71 0 6.10,,16.454,15.933,,15.296,,,,,,,,,,,,,
21240,OGLE LMC SC19 148461,LMC,DCEP,1.47878,5 44 44.88,-71 0 43.90,,16.521,16.168,,15.649,,,,,,,,,,,,,
21239,OGLE LMC SC19 131703,LMC,DCEP,4.79627,5 43 58.98,-70 24 59.20,,15.857,15.256,,14.589,,,,,,,,,,,,,
21238,OGLE LMC SC19 131700,LMC,DCEP,2.35382,5 44 27.44,-70 26 9.70,,15.79,15.369,,14.858,,,,,,,,,,,,,
21237,OGLE LMC SC19 131694,LMC,DCEP,2.01884,5 43 49.74,-70 26 57.80,,16.06,15.66,,15.099,,,,,,,,,,,,,
21236,OGLE LMC SC19 131691,LMC,DCEP,2.75703,5 43 55.58,-70 27 10.80,,15.97,15.444,,14.795,,,,,,,,,,,,,
21235,OGLE LMC SC19 131679,LMC,DCEP,3.20887,5 44 23.17,-70 26 25.20,,15.541,15.058,,14.498,,,,,,,,,,,,,
21212,OGLE LMC SC18 208907,LMC,DCEP,2.01026,5 42 17.25,-69 59 43.50,,16.501,16.112,,15.591,,,,,,,,,,,,,
21211,OGLE LMC SC18 208875,LMC,DCEP,3.92969,5 42 29.46,-69 57 58.00,,15.604,15.089,,14.439,,,,,,,,,,,,,
21210,OGLE LMC SC18 202564,LMC,DCEP,0.41574,5 42 30.55,-70 4 38.20,,17.429,17.392,,17.009,,,,,,,,,,,,,
21190,OGLE LMC SC18 141015,LMC,DCEP,2.92449,5 41 35.19,-70 17 34.10,,16.291,15.743,,15.178,,,,,,,,,,,,,
21188,OGLE LMC SC18 137680,LMC,DCEP,0.51777,5 41 47.60,-70 17 51.10,,17.659,17.408,,17.0,,,,,,,,,,,,,
21187,OGLE LMC SC18 137424,LMC,DCEP,3.40489,5 41 24.30,-70 17 47.90,,17.716,16.835,,15.761,,,,,,,,,,,,,
21186,OGLE LMC SC18 137407,LMC,DCEP,2.73923,5 41 26.44,-70 19 34.50,,16.49,15.989,,15.349,,,,,,,,,,,,,
21185,OGLE LMC SC18 133782,LMC,DCEP,3.68435,5 41 18.93,-70 22 50.50,,16.098,15.568,,14.923,,,,,,,,,,,,,
21184,OGLE LMC SC18 133771,LMC,DCEP,3.33391,5 41 50.42,-70 23 36.20,,16.011,15.501,,14.962,,,,,,,,,,,,,
21183,OGLE LMC SC18 130469,LMC,DCEP,4.55058,5 41 50.62,-70 25 5.70,,15.996,15.387,,14.719,,,,,,,,,,,,,
21182,OGLE LMC SC18 130425,LMC,DCEP,4.06427,5 41 21.82,-70 26 25.00,,15.774,15.301,,14.729,,,,,,,,,,,,,
21181,OGLE LMC SC18 127651,LMC,DCEP,3.47768,5 41 56.08,-70 30 21.50,,16.181,15.664,,15.01,,,,,,,,,,,,,
21180,OGLE LMC SC18 127632,LMC,DCEP,2.78083,5 41 53.54,-70 31 41.30,,16.353,15.852,,15.235,,,,,,,,,,,,,
21178,OGLE LMC SC18 116444,LMC,DCEP,2.51139,5 41 17.93,-70 44 23.50,,16.456,15.967,,15.364,,,,,,,,,,,,,
21177,OGLE LMC SC18 113689,LMC,DCEP,16.16088,5 41 27.51,-70 47 45.10,,14.962,14.185,,13.259,,,,,,,,,,,,,
21175,OGLE LMC SC18 110903,LMC,DCEP,3.08563,5 41 57.57,-70 50 55.40,,16.571,15.952,,15.259,,,,,,,,,,,,,
21174,OGLE LMC SC18 110879,LMC,DCEP,3.71771,5 41 34.60,-70 50 53.50,,15.974,15.453,,14.83,,,,,,,,,,,,,
21173,OGLE LMC SC18 96375,LMC,DCEP,2.38783,5 41 17.35,-70 7 30.70,,16.405,15.854,,15.146,,,,,,,,,,,,,
21172,OGLE LMC SC18 89164,LMC,DCEP,1.94663,5 40 59.27,-70 15 54.80,,16.466,15.963,,15.317,,,,,,,,,,,,,
21189,OGLE LMC SC18 140993,LMC,DCEP,4.63352,5 41 23.59,-70 16 57.90,,15.786,15.263,,14.639,,,,,,,,,,,,,
21191,OGLE LMC SC18 141019,LMC,DCEP,2.27002,5 41 34.21,-70 17 22.50,,16.23,15.722,,15.104,,,,,,,,,,,,,
21209,OGLE LMC SC18 202523,LMC,DCEP,0.49566,5 42 15.89,-70 5 40.70,,17.99,17.652,,17.143,,,,,,,,,,,,,
21192,OGLE LMC SC18 144653,LMC,DCEP,4.15841,5 41 58.15,-70 13 17.40,,15.405,14.836,,14.224,,,,,,,,,,,,,
21208,OGLE LMC SC18 202364,LMC,DCEP,2.03612,5 42 38.57,-70 5 34.40,,16.886,16.074,,15.322,,,,,,,,,,,,,
21207,OGLE LMC SC18 202358,LMC,DCEP,1.92548,5 42 4.22,-70 6 9.70,,16.244,15.846,,15.236,,,,,,,,,,,,,
21206,OGLE LMC SC18 202349,LMC,DCEP,2.43273,5 42 33.65,-70 6 58.20,,15.902,15.369,,14.855,,,,,,,,,,,,,
21205,OGLE LMC SC18 199069,LMC,DCEP,2.31453,5 42 32.24,-70 7 9.60,,16.05,15.62,,15.017,,,,,,,,,,,,,
21204,OGLE LMC SC18 195674,LMC,DCEP,2.05121,5 42 41.02,-70 12 2.50,,16.22,15.743,,15.155,,,,,,,,,,,,,
21203,OGLE LMC SC18 195636,LMC,DCEP,2.00691,5 42 2.72,-70 12 49.90,,15.749,15.457,,14.986,,,,,,,,,,,,,
21202,OGLE LMC SC18 192189,LMC,DCEP,3.44196,5 42 21.54,-70 14 57.30,,15.827,15.419,,14.86,,,,,,,,,,,,,
21201,OGLE LMC SC18 188926,LMC,DCEP,1.71014,5 42 25.12,-70 18 48.80,,15.715,15.527,,15.091,,,,,,,,,,,,,
21199,OGLE LMC SC18 185830,LMC,DCEP,1.96946,5 42 3.02,-70 21 18.60,,16.204,15.762,,15.2,,,,,,,,,,,,,
21198,OGLE LMC SC18 185821,LMC,DCEP,2.0925,5 42 18.14,-70 22 27.60,,16.409,15.904,,15.252,,,,,,,,,,,,,
21197,OGLE LMC SC18 174802,LMC,DCEP,0.90961,5 42 25.27,-70 38 45.00,,17.542,17.153,,16.47,,,,,,,,,,,,,
21196,OGLE LMC SC18 174762,LMC,DCEP,17.79437,5 42 16.62,-70 36 12.10,,15.234,14.256,,13.308,,,,,,,,,,,,,
21195,OGLE LMC SC18 166199,LMC,DCEP,1.91288,5 42 6.35,-70 47 24.20,,16.571,16.021,,15.355,,,,,,,,,,,,,
21194,OGLE LMC SC18 148335,LMC,DCEP,2.01189,5 41 53.81,-70 9 43.80,,15.693,15.336,,14.913,,,,,,,,,,,,,
21193,OGLE LMC SC18 144662,LMC,DCEP,2.38438,5 41 22.97,-70 11 52.00,,15.787,15.397,,14.88,,,,,,,,,,,,,
21251,OGLE LMC SC20 21116,LMC,DCEP,3.51394,5 45 21.08,-70 49 6.60,,15.42,14.935,,14.38,,,,,,,,,,,,,
21255,OGLE LMC SC20 47210,LMC,DCEP,4.59459,5 45 28.50,-70 27 1.10,,15.778,15.23,,14.638,,,,,,,,,,,,,
21005,OGLE LMC SC17 24582,LMC,DCEP,2.02632,5 37 47.30,-70 23 13.40,,16.27,15.802,,15.237,,,,,,,,,,,,,
21317,OGLE LMC SC21 140391,LMC,DCEP,2.88297,5 21 49.62,-70 5 45.90,,16.416,15.879,,15.289,,,,,,,,,,,,,
21326,OGLE LMC SC21 187788,LMC,DCEP,2.81422,5 22 30.24,-70 9 21.60,,15.297,15.209,,14.865,,,,,,,,,,,,,
21325,OGLE LMC SC21 187786,LMC,DCEP,3.85993,5 22 28.79,-70 9 23.10,,15.805,15.474,,14.849,,,,,,,,,,,,,
21322,OGLE LMC SC21 179043,LMC,DCEP,1.07067,5 21 55.92,-70 15 41.20,,16.886,16.562,,16.051,,,,,,,,,,,,,
21321,OGLE LMC SC21 175051,LMC,DCEP,0.71133,5 22 26.45,-70 21 45.60,,17.468,17.083,,16.595,,,,,,,,,,,,,
21320,OGLE LMC SC21 171399,LMC,DCEP,1.01807,5 22 0.34,-70 26 12.90,,16.975,16.614,,16.145,,,,,,,,,,,,,
21319,OGLE LMC SC21 165209,LMC,DCEP,2.99984,5 22 10.54,-70 33 15.00,,16.2,15.756,,15.197,,,,,,,,,,,,,
21318,OGLE LMC SC21 159587,LMC,DCEP,2.33096,5 22 12.28,-70 40 9.80,,15.519,15.194,,14.775,,,,,,,,,,,,,
21316,OGLE LMC SC21 136158,LMC,DCEP,3.77382,5 21 26.84,-70 8 38.60,,15.399,14.909,,14.31,,,,,,,,,,,,,
21256,OGLE LMC SC20 47306,LMC,DCEP,1.03481,5 45 27.47,-70 25 24.50,,17.33,16.993,,16.555,,,,,,,,,,,,,
21315,OGLE LMC SC21 136150,LMC,DCEP,2.668,5 21 22.41,-70 10 31.70,,15.535,15.145,,14.627,,,,,,,,,,,,,
21314,OGLE LMC SC21 136142,LMC,DCEP,4.49821,5 21 16.43,-70 11 25.20,,15.91,15.37,,14.664,,,,,,,,,,,,,
21310,OGLE LMC SC21 116226,LMC,DCEP,2.57908,5 21 48.26,-70 30 25.80,,16.042,15.652,,15.174,,,,,,,,,,,,,
21309,OGLE LMC SC21 106503,LMC,DCEP,2.53574,5 21 51.74,-70 46 0.20,,15.848,15.474,,14.982,,,,,,,,,,,,,
21307,OGLE LMC SC21 88984,LMC,DCEP,2.98704,5 20 42.36,-70 9 50.10,,16.114,15.662,,15.091,,,,,,,,,,,,,
21306,OGLE LMC SC21 85343,LMC,DCEP,1.69457,5 20 54.12,-70 12 22.30,,15.881,15.599,,15.178,,,,,,,,,,,,,
21305,OGLE LMC SC21 85282,LMC,DCEP,3.3723,5 20 42.43,-70 15 25.80,,15.306,14.874,,14.368,,,,,,,,,,,,,
21327,OGLE LMC SC21 187792,LMC,DCEP,4.52965,5 22 29.22,-70 9 16.90,,15.674,15.366,,14.71,,,,,,,,,,,,,
21328,OGLE LMC SC21 187818,LMC,DCEP,3.0704,5 22 29.42,-70 10 22.20,,16.172,15.725,,15.136,,,,,,,,,,,,,
21329,OGLE LMC SC21 187840,LMC,DCEP,2.01507,5 22 28.95,-70 9 35.40,,15.953,15.618,,15.121,,,,,,,,,,,,,
21330,OGLE LMC SC21 187842,LMC,DCEP,2.87906,5 22 14.68,-70 9 29.30,,16.44,15.971,,15.333,,,,,,,,,,,,,
21345,OGLE LMC-SC15 69667,LMC,DCEP,1.37695,5 0 55.05,-69 16 31.20,,17.307,16.722,,16.051,,,,,,,,,,,,,
21344,OGLE LMC-SC14 220934,LMC,DCEP,0.86917,5 4 28.93,-69 9 26.60,,17.31,17.162,,16.467,,,,,,,,,,,,,
22417,OGLE-LMC-CEP-1229,LMC,DCEP,0.8184368,5 12 11.29,-67 45 4.50,,,17.334,,16.706,,,,,,,,,,,,,
21342,OGLE LMC-SC13 156166,LMC,DCEP,2.73218,5 6 29.43,-68 54 20.20,,16.088,15.495,,14.879,,,,,,,,,,,,,
21341,OGLE LMC-SC10 278863,LMC,DCEP,0.97183,5 11 59.95,-68 48 43.40,,17.767,17.242,,16.548,,,,,,,,,,,,,
21340,OGLE LMC-SC8 46345,LMC,DCEP,2.27345,5 15 31.09,-69 18 4.10,,16.695,16.066,,15.348,,,,,,,,,,,,,
21339,OGLE LMC-SC6 322363,LMC,DCEP,2.3475,5 21 54.59,-69 23 5.30,,16.277,15.685,,15.041,,,,,,,,,,,,,
21338,OGLE LMC-SC6 6,LMC,DCEP,3.45325,5 20 7.02,-70 4 9.00,,15.757,15.222,,14.599,,,,,,,,,,,,,
21337,OGLE LMC-SC4 436072,LMC,DCEP,2.44086,5 27 15.84,-69 43 43.80,,16.157,15.644,,14.998,,,,,,,,,,,,,
21336,OGLE LMC-SC3 415237,LMC,DCEP,2.43755,5 29 36.02,-69 40 26.70,,16.525,15.972,,15.216,,,,,,,,,,,,,
21335,OGLE LMC-SC3 88012,LMC,DCEP,1.12078,5 28 0.03,-69 37 20.60,,17.408,16.949,,16.251,,,,,,,,,,,,,
21334,OGLE LMC-SC2 172961,LMC,DCEP,2.64048,5 30 59.92,-69 49 16.30,,16.247,15.694,,15.01,,,,,,,,,,,,,
21333,OGLE LMC-SC2 143088,LMC,DCEP,2.45578,5 31 8.86,-70 5 15.00,,16.152,15.665,,15.006,,,,,,,,,,,,,
21332,OGLE LMC-SC1 158021,LMC,DCEP,2.10084,5 33 39.40,-69 54 55.00,,16.573,16.099,,15.389,,,,,,,,,,,,,
21331,OGLE LMC SC21 187849,LMC,DCEP,3.28016,5 22 30.27,-70 9 17.20,,15.944,15.711,,15.044,,,,,,,,,,,,,
21304,OGLE LMC SC21 69135,LMC,DCEP,3.58397,5 20 46.77,-70 31 6.90,,15.906,15.445,,14.901,,,,,,,,,,,,,
21301,OGLE LMC SC21 45359,LMC,DCEP,3.94753,5 20 14.06,-70 6 26.40,,15.94,15.421,,14.851,,,,,,,,,,,,,
21299,OGLE LMC SC21 40943,LMC,DCEP,1.80308,5 20 10.22,-70 9 7.10,,15.983,15.618,,15.156,,,,,,,,,,,,,
21277,OGLE LMC SC20 134749,LMC,DCEP,2.76598,5 46 37.25,-70 42 5.50,,16.437,15.914,,15.335,,,,,,,,,,,,,
21275,OGLE LMC SC20 131129,LMC,DCEP,3.17586,5 46 52.29,-70 46 44.60,,16.315,15.779,,15.162,,,,,,,,,,,,,
21273,OGLE LMC SC20 124519,LMC,DCEP,3.0272,5 46 30.85,-70 55 24.90,,16.414,15.87,,15.23,,,,,,,,,,,,,
21272,OGLE LMC SC20 112788,LMC,DCEP,0.73779,5 46 24.38,-71 6 35.40,,17.196,16.865,,16.427,,,,,,,,,,,,,
21271,OGLE LMC SC20 112701,LMC,DCEP,4.72764,5 46 18.13,-71 9 19.50,,15.828,15.249,,14.597,,,,,,,,,,,,,
21270,OGLE LMC SC20 100695,LMC,DCEP,1.76092,5 45 45.13,-70 24 29.40,,15.901,15.612,,15.209,,,,,,,,,,,,,
21269,OGLE LMC SC20 100660,LMC,DCEP,5.08011,5 45 42.03,-70 25 3.20,,16.209,15.482,,14.701,,,,,,,,,,,,,
21268,OGLE LMC SC20 100652,LMC,DCEP,2.71533,5 45 55.35,-70 26 53.80,,15.652,15.211,,14.67,,,,,,,,,,,,,
21267,OGLE LMC SC20 94148,LMC,DCEP,3.47807,5 45 40.75,-70 31 50.20,,16.289,15.712,,15.079,,,,,,,,,,,,,
21266,OGLE LMC SC20 90847,LMC,DCEP,3.16949,5 45 54.66,-70 35 44.10,,16.945,16.223,,15.417,,,,,,,,,,,,,
21265,OGLE LMC SC20 83474,LMC,DCEP,3.01791,5 46 14.30,-70 41 18.90,,16.257,15.744,,15.151,,,,,,,,,,,,,
21264,OGLE LMC SC20 83423,LMC,DCEP,2.06806,5 45 35.31,-70 42 29.60,,16.091,15.632,,15.092,,,,,,,,,,,,,
21263,OGLE LMC SC20 79685,LMC,DCEP,3.03791,5 46 0.03,-70 47 7.60,,16.307,15.801,,15.203,,,,,,,,,,,,,
21261,OGLE LMC SC20 72637,LMC,DCEP,3.42537,5 45 55.25,-70 54 23.60,,15.85,15.414,,14.896,,,,,,,,,,,,,
21260,OGLE LMC SC20 66535,LMC,DCEP,2.43345,5 46 10.79,-71 0 6.00,,16.643,16.168,,15.548,,,,,,,,,,,,,
21259,OGLE LMC SC20 57223,LMC,DCEP,1.09501,5 46 2.33,-71 11 29.70,,16.895,16.578,,16.116,,,,,,,,,,,,,
21276,OGLE LMC SC20 134707,LMC,DCEP,3.0945,5 46 36.83,-70 44 0.70,,16.213,15.709,,15.132,,,,,,,,,,,,,
21278,OGLE LMC SC20 138318,LMC,DCEP,3.39876,5 46 28.12,-70 38 10.50,,16.343,15.773,,15.119,,,,,,,,,,,,,
21296,OGLE LMC SC21 11980,LMC,DCEP,4.93816,5 20 18.54,-70 43 24.10,,15.836,15.24,,14.623,,,,,,,,,,,,,
21279,OGLE LMC SC20 145017,LMC,DCEP,2.66462,5 46 46.29,-70 30 46.20,,16.38,15.882,,15.26,,,,,,,,,,,,,
21295,OGLE LMC SC21 9474,LMC,DCEP,2.59763,5 20 30.57,-70 45 28.70,,15.33,15.001,,14.553,,,,,,,,,,,,,
21294,OGLE LMC SC21 5060,LMC,DCEP,4.07935,5 20 1.58,-70 51 6.60,,15.636,15.246,,14.72,,,,,,,,,,,,,
21293,OGLE LMC SC20 207127,LMC,DCEP,3.88431,5 47 16.98,-70 18 57.30,,15.117,14.701,,14.162,,,,,,,,,,,,,
21292,OGLE LMC SC20 204380,LMC,DCEP,4.42492,5 47 28.95,-70 22 51.90,,16.137,15.511,,14.751,,,,,,,,,,,,,
21291,OGLE LMC SC20 195516,LMC,DCEP,2.47212,5 47 34.70,-70 31 14.20,,16.908,16.317,,15.659,,,,,,,,,,,,,
21290,OGLE LMC SC20 195480,LMC,DCEP,4.95839,5 47 36.37,-70 33 10.40,,15.938,15.324,,14.634,,,,,,,,,,,,,
21289,OGLE LMC SC20 188572,LMC,DCEP,1.01538,5 47 12.55,-70 41 12.60,,17.073,16.607,,16.072,,,,,,,,,,,,,
21288,OGLE LMC SC20 188538,LMC,DCEP,3.21267,5 47 32.78,-70 40 29.80,,16.422,15.851,,15.191,,,,,,,,,,,,,
21287,OGLE LMC SC20 188532,LMC,DCEP,3.21093,5 47 29.00,-70 40 44.90,,16.418,15.848,,15.177,,,,,,,,,,,,,
21286,OGLE LMC SC20 188521,LMC,DCEP,4.80059,5 47 15.70,-70 39 17.10,,15.684,15.145,,14.489,,,,,,,,,,,,,
21285,OGLE LMC SC20 184865,LMC,DCEP,2.79869,5 47 25.18,-70 42 22.00,,16.439,15.933,,15.322,,,,,,,,,,,,,
21284,OGLE LMC SC20 181383,LMC,DCEP,2.81232,5 47 24.54,-70 45 33.60,,16.439,15.941,,15.313,,,,,,,,,,,,,
21283,OGLE LMC SC20 181368,LMC,DCEP,2.70736,5 47 0.79,-70 46 19.80,,16.483,15.979,,15.354,,,,,,,,,,,,,
21282,OGLE LMC SC20 178085,LMC,DCEP,1.61565,5 47 35.22,-70 51 27.50,,,16.405,,15.882,,,,,,,,,,,,,
21280,OGLE LMC SC20 154412,LMC,DCEP,0.56422,5 46 21.92,-70 21 8.90,,17.537,17.228,,16.821,,,,,,,,,,,,,
21171,OGLE LMC SC18 89161,LMC,DCEP,2.32605,5 40 54.25,-70 16 6.50,,17.0,16.163,,15.361,,,,,,,,,,,,,
21170,OGLE LMC SC18 89131,LMC,DCEP,3.14458,5 40 57.99,-70 17 4.60,,16.708,16.01,,15.094,,,,,,,,,,,,,
21169,OGLE LMC SC18 85282,LMC,DCEP,1.96001,5 41 16.40,-70 18 25.90,,16.462,15.864,,15.254,,,,,,,,,,,,,
21056,OGLE LMC SC17 110883,LMC,DCEP,3.47146,5 38 30.10,-70 7 56.00,,19.041,17.777,,16.217,,,,,,,,,,,,,
21064,OGLE LMC SC17 140230,LMC,DCEP,2.89079,5 38 57.41,-70 34 27.70,,15.67,15.221,,14.646,,,,,,,,,,,,,
21063,OGLE LMC SC17 130248,LMC,DCEP,4.85191,5 38 45.76,-69 50 33.50,,16.168,15.504,,14.757,,,,,,,,,,,,,
21062,OGLE LMC SC17 126402,LMC,DCEP,2.29495,5 38 23.17,-69 53 36.60,,16.018,15.604,,15.04,,,,,,,,,,,,,
21060,OGLE LMC SC17 122399,LMC,DCEP,2.78335,5 38 46.23,-69 56 9.10,,17.212,16.387,,15.364,,,,,,,,,,,,,
21059,OGLE LMC SC17 122395,LMC,DCEP,3.62742,5 38 7.67,-69 56 22.70,,16.176,15.615,,14.972,,,,,,,,,,,,,
21058,OGLE LMC SC17 117748,LMC,DCEP,3.57181,5 38 31.67,-69 59 31.20,,15.488,14.991,,14.421,,,,,,,,,,,,,
21057,OGLE LMC SC17 114061,LMC,DCEP,5.62005,5 38 29.96,-70 5 26.30,,16.705,15.867,,14.876,,,,,,,,,,,,,
21055,OGLE LMC SC17 110851,LMC,DCEP,1.95379,5 38 40.50,-70 6 38.30,,17.107,16.446,,15.563,,,,,,,,,,,,,
21168,OGLE LMC SC18 85260,LMC,DCEP,2.63668,5 40 43.74,-70 20 53.10,,16.282,15.836,,15.304,,,,,,,,,,,,,
21054,OGLE LMC SC17 107170,LMC,DCEP,3.90781,5 38 44.61,-70 11 23.70,,17.741,16.755,,15.568,,,,,,,,,,,,,
21053,OGLE LMC SC17 107167,LMC,DCEP,2.44879,5 38 20.26,-70 11 40.80,,16.916,16.184,,15.29,,,,,,,,,,,,,
21052,OGLE LMC SC17 102956,LMC,DCEP,2.01754,5 38 19.56,-70 16 19.40,,16.434,15.936,,15.298,,,,,,,,,,,,,
21051,OGLE LMC SC17 102941,LMC,DCEP,4.48735,5 38 24.55,-70 14 4.90,,15.775,15.316,,14.724,,,,,,,,,,,,,
21049,OGLE LMC SC17 99139,LMC,DCEP,1.91728,5 38 47.06,-70 17 8.80,,16.634,16.119,,15.439,,,,,,,,,,,,,
21048,OGLE LMC SC17 99137,LMC,DCEP,4.10793,5 38 13.61,-70 17 22.70,,17.456,16.575,,15.503,,,,,,,,,,,,,
21047,OGLE LMC SC17 99111,LMC,DCEP,2.30895,5 38 16.97,-70 19 37.80,,15.794,15.385,,14.878,,,,,,,,,,,,,
21065,OGLE LMC SC17 140231,LMC,DCEP,4.16559,5 39 17.80,-70 34 25.40,,16.022,15.449,,14.806,,,,,,,,,,,,,
21066,OGLE LMC SC17 146711,LMC,DCEP,1.88318,5 38 50.56,-70 29 39.30,,15.838,15.515,,15.077,,,,,,,,,,,,,
21067,OGLE LMC SC17 146713,LMC,DCEP,1.50679,5 38 51.37,-70 29 36.00,,16.108,15.812,,15.402,,,,,,,,,,,,,
21068,OGLE LMC SC17 146720,LMC,DCEP,3.384,5 39 20.95,-70 28 54.10,,16.695,16.027,,15.311,,,,,,,,,,,,,
21083,OGLE LMC SC17 168282,LMC,DCEP,3.63695,5 39 16.85,-70 9 15.50,,,16.616,,15.566,,,,,,,,,,,,,
21082,OGLE LMC SC17 165146,LMC,DCEP,2.26482,5 39 25.76,-70 10 58.30,,19.436,18.27,,16.65,,,,,,,,,,,,,
21081,OGLE LMC SC17 165084,LMC,DCEP,3.7228,5 38 57.19,-70 11 14.50,,17.423,16.571,,15.524,,,,,,,,,,,,,
21080,OGLE LMC SC17 161761,LMC,DCEP,2.94871,5 39 4.91,-70 13 49.30,,16.323,15.869,,15.278,,,,,,,,,,,,,
21079,OGLE LMC SC17 161756,LMC,DCEP,2.09109,5 39 14.25,-70 14 10.60,,16.866,16.76,,15.417,,,,,,,,,,,,,
21078,OGLE LMC SC17 157955,LMC,DCEP,1.84905,5 39 3.87,-70 18 35.40,,16.197,15.832,,15.235,,,,,,,,,,,,,
21077,OGLE LMC SC17 157949,LMC,DCEP,2.99705,5 39 15.49,-70 18 48.30,,16.713,16.091,,15.36,,,,,,,,,,,,,
21076,OGLE LMC SC17 157914,LMC,DCEP,5.74522,5 38 51.31,-70 20 12.60,,16.222,15.503,,14.686,,,,,,,,,,,,,
21075,OGLE LMC SC17 157908,LMC,DCEP,11.52876,5 38 54.64,-70 18 42.50,,15.393,14.584,,13.731,,,,,,,,,,,,,
21074,OGLE LMC SC17 153986,LMC,DCEP,1.74461,5 38 54.62,-70 20 59.00,,16.839,16.335,,15.644,,,,,,,,,,,,,
21073,OGLE LMC SC17 153923,LMC,DCEP,9.35397,5 38 56.25,-70 23 2.00,,16.054,15.151,,14.161,,,,,,,,,,,,,
21072,OGLE LMC SC17 153917,LMC,DCEP,7.96291,5 39 8.07,-70 20 16.60,,14.878,14.396,,13.787,,,,,,,,,,,,,
21071,OGLE LMC SC17 153916,LMC,DCEP,10.04354,5 39 25.59,-70 20 58.90,,15.035,14.384,,13.687,,,,,,,,,,,,,
21070,OGLE LMC SC17 150217,LMC,DCEP,0.8087,5 39 2.17,-70 26 15.40,,17.477,17.062,,16.522,,,,,,,,,,,,,
21069,OGLE LMC SC17 150150,LMC,DCEP,4.69911,5 38 58.83,-70 23 56.50,,16.122,15.388,,14.702,,,,,,,,,,,,,
21046,OGLE LMC SC17 94971,LMC,DCEP,2.29906,5 38 13.18,-70 21 5.90,,16.009,15.563,,14.987,,,,,,,,,,,,,
21045,OGLE LMC SC17 94969,LMC,DCEP,3.30989,5 38 40.44,-70 21 18.00,,16.427,15.749,,15.116,,,,,,,,,,,,,
21044,OGLE LMC SC17 94967,LMC,DCEP,3.57514,5 38 43.04,-70 21 29.50,,16.148,15.622,,15.002,,,,,,,,,,,,,
21025,OGLE LMC SC17 76749,LMC,DCEP,3.2229,5 38 33.14,-70 39 7.30,,15.837,15.46,,14.961,,,,,,,,,,,,,
21022,OGLE LMC SC17 64566,LMC,DCEP,2.47899,5 37 58.98,-69 55 27.60,,15.998,15.509,,14.889,,,,,,,,,,,,,
21021,OGLE LMC SC17 59796,LMC,DCEP,1.99026,5 38 4.16,-69 57 5.10,,15.887,15.521,,15.041,,,,,,,,,,,,,
21020,OGLE LMC SC17 59772,LMC,DCEP,2.83088,5 37 42.20,-69 58 50.40,,16.474,15.952,,15.322,,,,,,,,,,,,,
21019,OGLE LMC SC17 54775,LMC,DCEP,5.95035,5 37 43.99,-69 59 6.90,,15.136,14.657,,14.078,,,,,,,,,,,,,
21018,OGLE LMC SC17 54750,LMC,DCEP,4.18501,5 37 52.98,-70 1 55.30,,15.256,14.904,,14.454,,,,,,,,,,,,,
21017,OGLE LMC SC17 39517,LMC,DCEP,2.11345,5 37 57.46,-70 11 17.50,,16.495,15.957,,15.335,,,,,,,,,,,,,
21016,OGLE LMC SC17 39484,LMC,DCEP,3.54162,5 38 2.09,-70 10 9.00,,15.403,14.909,,14.367,,,,,,,,,,,,,
21015,OGLE LMC SC17 39482,LMC,DCEP,5.35506,5 37 49.80,-70 10 17.00,,16.056,15.38,,14.659,,,,,,,,,,,,,
21014,OGLE LMC SC17 33306,LMC,DCEP,3.36731,5 37 47.63,-70 13 48.90,,16.297,15.771,,15.124,,,,,,,,,,,,,
