id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
23085,OGLE-LMC-CEP-2752,LMC,DCEP,0.8335248,5 38 48.23,-69 35 9.40,,,19.627,,18.183,,,,,,,,,,,,,
23084,OGLE-LMC-CEP-2750,LMC,DCEP,1.3224464,5 38 46.56,-69 41 18.90,,,17.489,,16.512,,,,,,,,,,,,,
23083,OGLE-LMC-CEP-2737,LMC,DCEP,1.9501423,5 38 37.08,-69 34 22.50,,,18.17,,16.77,,,,,,,,,,,,,
23063,OGLE-LMC-CEP-2675,LMC,DCEP,6.8566818,5 37 43.86,-69 35 10.90,,,17.114,,15.692,,,,,,,,,,,,,
23061,OGLE-LMC-CEP-2653,LMC,DCEP,3.1334914,5 37 34.85,-69 5 30.50,,,17.03,,15.98,,,,,,,,,,,,,
23173,OGLE-LMC-CEP-2968,LMC,DCEP,7.875625,5 42 7.91,-69 0 19.30,,,15.339,,14.393,,,,,,,,,,,,,
23042,OGLE-LMC-CEP-2588,LMC,DCEP,1.1006279,5 36 52.32,-71 6 25.10,,,17.307,,16.503,,,,,,,,,,,,,
23040,OGLE-LMC-CEP-2583,LMC,DCEP,0.4103563,5 36 47.13,-69 14 12.20,,,18.561,,17.631,,,,,,,,,,,,,
23039,OGLE-LMC-CEP-2581,LMC,DCEP,1.5898394,5 36 46.71,-69 22 12.20,,,16.64,,15.898,,,,,,,,,,,,,
23038,OGLE-LMC-CEP-2580,LMC,DCEP,2.9569833,5 36 46.04,-70 57 30.70,,,16.184,,15.455,,,,,,,,,,,,,
23037,OGLE-LMC-CEP-2579,LMC,DCEP,0.5410621,5 36 44.88,-70 39 38.90,,,17.677,,17.125,,,,,,,,,,,,,
23036,OGLE-LMC-CEP-2578,LMC,DCEP,0.7278073,5 36 43.57,-71 25 25.30,,,17.107,,16.589,,,,,,,,,,,,,
23035,OGLE-LMC-CEP-2577,LMC,DCEP,3.7684351,5 36 43.08,-70 10 30.80,,,15.813,,15.125,,,,,,,,,,,,,
23034,OGLE-LMC-CEP-2575,LMC,DCEP,1.3771091,5 36 39.23,-67 59 46.50,,,16.528,,15.849,,,,,,,,,,,,,
23033,OGLE-LMC-CEP-2569,LMC,DCEP,2.7266714,5 36 31.39,-69 28 17.10,,,16.36,,15.595,,,,,,,,,,,,,
23032,OGLE-LMC-CEP-2564,LMC,DCEP,2.9084522,5 36 28.52,-69 40 25.50,,,17.396,,16.311,,,,,,,,,,,,,
23031,OGLE-LMC-CEP-2561,LMC,DCEP,1.1920114,5 36 27.40,-68 8 16.40,,,16.842,,16.14,,,,,,,,,,,,,
23030,OGLE-LMC-CEP-2560,LMC,DCEP,3.3182087,5 36 27.12,-69 40 47.30,,,16.123,,15.36,,,,,,,,,,,,,
23029,OGLE-LMC-CEP-2555,LMC,DCEP,1.9971371,5 36 23.83,-70 59 2.10,,,16.021,,15.363,,,,,,,,,,,,,
23028,OGLE-LMC-CEP-2552,LMC,DCEP,1.1637121,5 36 22.98,-68 49 0.90,,,17.303,,16.524,,,,,,,,,,,,,
23027,OGLE-LMC-CEP-2548,LMC,DCEP,0.73008,5 36 18.71,-69 40 5.90,,,17.491,,16.85,,,,,,,,,,,,,
23026,OGLE-LMC-CEP-2545,LMC,DCEP,3.8802811,5 36 17.91,-71 14 42.30,,,15.949,,15.156,,,,,,,,,,,,,
23041,OGLE-LMC-CEP-2587,LMC,DCEP,1.9584582,5 36 52.01,-69 22 10.20,,,16.032,,15.367,,,,,,,,,,,,,
23043,OGLE-LMC-CEP-2590,LMC,DCEP,1.2056972,5 36 52.62,-70 9 35.90,,,16.787,,15.776,,,,,,,,,,,,,
23060,OGLE-LMC-CEP-2652,LMC,DCEP,1.3163382,5 37 33.98,-69 40 28.90,,,16.807,,16.057,,,,,,,,,,,,,
23044,OGLE-LMC-CEP-2594,LMC,DCEP,3.6050109,5 36 53.17,-71 8 8.20,,,16.153,,15.316,,,,,,,,,,,,,
23059,OGLE-LMC-CEP-2649,LMC,DCEP,3.2287548,5 37 32.81,-68 42 40.00,,,16.093,,15.123,,,,,,,,,,,,,
23058,OGLE-LMC-CEP-2647,LMC,DCEP,0.8154177,5 37 30.21,-71 47 31.90,,,17.425,,16.736,,,,,,,,,,,,,
23057,OGLE-LMC-CEP-2644,LMC,DCEP,2.3893427,5 37 28.38,-69 11 42.60,,,18.415,,17.021,,,,,,,,,,,,,
23056,OGLE-LMC-CEP-2643,LMC,DCEP,1.2897307,5 37 27.47,-71 33 7.70,,,17.199,,16.487,,,,,,,,,,,,,
23055,OGLE-LMC-CEP-2636,LMC,DCEP,14.2163668,5 37 22.45,-69 28 59.30,,,14.44,,13.558,,,,,,,,,,,,,
23054,OGLE-LMC-CEP-2635,LMC,DCEP,6.2719845,5 37 22.09,-68 16 49.00,,,15.3,,14.481,,,,,,,,,,,,,
23053,OGLE-LMC-CEP-2634,LMC,DCEP,3.3571861,5 37 18.73,-71 6 45.60,,,16.273,,15.431,,,,,,,,,,,,,
23052,OGLE-LMC-CEP-2632,LMC,DCEP,6.3379156,5 37 17.69,-68 40 16.40,,,15.409,,14.561,,,,,,,,,,,,,
23051,OGLE-LMC-CEP-2631,LMC,DCEP,2.2450574,5 37 16.50,-70 45 4.10,,,15.883,,15.228,,,,,,,,,,,,,
23050,OGLE-LMC-CEP-2627,LMC,DCEP,3.1637673,5 37 11.01,-69 21 36.90,,,15.72,,14.928,,,,,,,,,,,,,
23049,OGLE-LMC-CEP-2624,LMC,DCEP,2.630509,5 37 6.06,-70 39 8.70,,,16.355,,15.637,,,,,,,,,,,,,
23048,OGLE-LMC-CEP-2612,LMC,DCEP,5.6523537,5 36 59.05,-71 18 1.20,,,15.487,,14.587,,,,,,,,,,,,,
23047,OGLE-LMC-CEP-2610,LMC,DCEP,6.2174358,5 36 58.67,-71 5 33.60,,,15.324,,14.466,,,,,,,,,,,,,
23046,OGLE-LMC-CEP-2609,LMC,DCEP,2.9280432,5 36 58.19,-70 39 51.60,,,16.234,,15.484,,,,,,,,,,,,,
23045,OGLE-LMC-CEP-2605,LMC,DCEP,2.419471,5 36 55.45,-70 16 12.50,,,14.762,,14.007,,,,,,,,,,,,,
23098,OGLE-LMC-CEP-2790,LMC,DCEP,1.6413134,5 39 20.05,-69 33 25.60,,,16.624,,15.862,,,,,,,,,,,,,
23099,OGLE-LMC-CEP-2792,LMC,DCEP,2.387229,5 39 22.59,-71 45 38.60,,,16.697,,15.93,,,,,,,,,,,,,
23100,OGLE-LMC-CEP-2793,LMC,DCEP,2.9112484,5 39 23.02,-69 22 6.90,,,15.918,,15.115,,,,,,,,,,,,,
23155,OGLE-LMC-CEP-2934,LMC,DCEP,6.6068801,5 41 27.00,-69 10 16.40,,,15.765,,14.716,,,,,,,,,,,,,
23153,OGLE-LMC-CEP-2927,LMC,DCEP,2.516747,5 41 20.72,-71 10 57.60,,,16.667,,15.839,,,,,,,,,,,,,
23152,OGLE-LMC-CEP-2922,LMC,DCEP,12.7701901,5 41 17.12,-72 11 54.70,,,14.31,,13.54,,,,,,,,,,,,,
23151,OGLE-LMC-CEP-2921,LMC,DCEP,2.4364652,5 41 17.06,-72 24 48.50,,,15.825,,15.149,,,,,,,,,,,,,
23150,OGLE-LMC-CEP-2919,LMC,DCEP,0.7854693,5 41 14.45,-68 55 17.10,,,17.84,,16.983,,,,,,,,,,,,,
23149,OGLE-LMC-CEP-2918,LMC,DCEP,3.5336342,5 41 14.06,-70 56 3.40,,,16.203,,15.374,,,,,,,,,,,,,
23148,OGLE-LMC-CEP-2917,LMC,DCEP,11.4460178,5 41 13.70,-69 3 51.90,,,14.521,,13.678,,,,,,,,,,,,,
23147,OGLE-LMC-CEP-2914,LMC,DCEP,2.0016206,5 41 11.23,-69 32 34.00,,,16.14,,15.442,,,,,,,,,,,,,
23146,OGLE-LMC-CEP-2913,LMC,DCEP,3.34595,5 41 11.13,-69 32 27.40,,,16.323,,15.445,,,,,,,,,,,,,
23145,OGLE-LMC-CEP-2911,LMC,DCEP,11.2402984,5 41 10.53,-68 25 46.20,,,14.29,,13.487,,,,,,,,,,,,,
23144,OGLE-LMC-CEP-2909,LMC,DCEP,7.3233489,5 41 8.95,-69 37 8.30,,,15.662,,14.732,,,,,,,,,,,,,
23143,OGLE-LMC-CEP-2906,LMC,DCEP,1.0117295,5 41 5.91,-69 3 18.80,,,17.281,,16.52,,,,,,,,,,,,,
23142,OGLE-LMC-CEP-2904,LMC,DCEP,5.4473509,5 41 1.37,-71 51 43.00,,,15.373,,14.596,,,,,,,,,,,,,
23141,OGLE-LMC-CEP-2903,LMC,DCEP,4.3560958,5 40 59.37,-68 31 20.10,,,15.517,,14.815,,,,,,,,,,,,,
23140,OGLE-LMC-CEP-2898,LMC,DCEP,2.1088335,5 40 52.50,-70 58 30.50,,,16.543,,15.83,,,,,,,,,,,,,
23139,OGLE-LMC-CEP-2896,LMC,DCEP,0.4184678,5 40 49.18,-68 23 20.10,,,18.005,,17.451,,,,,,,,,,,,,
23154,OGLE-LMC-CEP-2932,LMC,DCEP,0.6757929,5 41 24.80,-68 43 5.60,,,18.021,,17.207,,,,,,,,,,,,,
23156,OGLE-LMC-CEP-2935,LMC,DCEP,1.7789212,5 41 27.16,-69 53 18.90,,,16.509,,15.729,,,,,,,,,,,,,
23101,OGLE-LMC-CEP-2794,LMC,DCEP,2.7017682,5 39 23.37,-71 0 45.70,,,16.382,,15.617,,,,,,,,,,,,,
23157,OGLE-LMC-CEP-2936,LMC,DCEP,4.7254151,5 41 27.37,-71 56 24.20,,,15.69,,14.9,,,,,,,,,,,,,
23172,OGLE-LMC-CEP-2966,LMC,DCEP,2.8937904,5 42 6.20,-68 35 32.80,,,16.36,,15.575,,,,,,,,,,,,,
23171,OGLE-LMC-CEP-2965,LMC,DCEP,4.7375966,5 42 5.71,-68 52 54.30,,,15.646,,14.653,,,,,,,,,,,,,
23170,OGLE-LMC-CEP-2964,LMC,DCEP,2.9788508,5 42 4.98,-68 22 24.60,,,15.885,,15.237,,,,,,,,,,,,,
23169,OGLE-LMC-CEP-2960,LMC,DCEP,0.4163649,5 41 58.67,-69 21 47.20,,,18.135,,17.569,,,,,,,,,,,,,
23168,OGLE-LMC-CEP-2957,LMC,DCEP,2.7392781,5 41 57.11,-71 5 52.00,,,16.607,,15.739,,,,,,,,,,,,,
23167,OGLE-LMC-CEP-2953,LMC,DCEP,3.6508665,5 41 52.32,-69 49 37.30,,,15.87,,15.109,,,,,,,,,,,,,
23166,OGLE-LMC-CEP-2952,LMC,DCEP,3.1999731,5 41 51.41,-69 24 12.40,,,16.279,,15.485,,,,,,,,,,,,,
23165,OGLE-LMC-CEP-2949,LMC,DCEP,19.2222486,5 41 48.54,-68 41 16.10,,,14.125,,13.167,,,,,,,,,,,,,
23164,OGLE-LMC-CEP-2947,LMC,DCEP,2.7050434,5 41 46.44,-71 19 0.00,,,16.357,,15.634,,,,,,,,,,,,,
23163,OGLE-LMC-CEP-2946,LMC,DCEP,1.9861261,5 41 45.74,-71 12 50.10,,,16.684,,15.95,,,,,,,,,,,,,
23162,OGLE-LMC-CEP-2945,LMC,DCEP,0.6370762,5 41 40.32,-72 7 35.70,,,17.593,,16.97,,,,,,,,,,,,,
23161,OGLE-LMC-CEP-2944,LMC,DCEP,20.3196277,5 41 36.23,-69 41 37.10,,,14.328,,13.336,,,,,,,,,,,,,
23160,OGLE-LMC-CEP-2943,LMC,DCEP,3.1259073,5 41 35.29,-70 57 51.10,,,16.101,,15.365,,,,,,,,,,,,,
23159,OGLE-LMC-CEP-2939,LMC,DCEP,4.3705178,5 41 31.57,-68 47 39.80,,,16.154,,15.227,,,,,,,,,,,,,
23158,OGLE-LMC-CEP-2938,LMC,DCEP,4.1330143,5 41 29.29,-69 55 3.00,,,15.973,,15.124,,,,,,,,,,,,,
23138,OGLE-LMC-CEP-2894,LMC,DCEP,4.7942566,5 40 47.03,-69 56 2.30,,,16.221,,15.215,,,,,,,,,,,,,
23137,OGLE-LMC-CEP-2893,LMC,DCEP,5.3222287,5 40 45.92,-68 44 5.10,,,15.456,,14.687,,,,,,,,,,,,,
23136,OGLE-LMC-CEP-2892,LMC,DCEP,4.3209139,5 40 44.88,-69 27 21.10,,,16.082,,15.176,,,,,,,,,,,,,
23135,OGLE-LMC-CEP-2891,LMC,DCEP,2.4207096,5 40 43.83,-69 39 28.00,,,16.686,,15.865,,,,,,,,,,,,,
23116,OGLE-LMC-CEP-2843,LMC,DCEP,1.0555129,5 40 4.56,-68 51 7.80,,,17.483,,16.648,,,,,,,,,,,,,
23115,OGLE-LMC-CEP-2842,LMC,DCEP,3.097807,5 40 3.32,-71 2 9.80,,,16.413,,15.574,,,,,,,,,,,,,
23114,OGLE-LMC-CEP-2836,LMC,DCEP,3.0956204,5 39 58.20,-69 0 20.70,,,16.781,,15.777,,,,,,,,,,,,,
23113,OGLE-LMC-CEP-2835,LMC,DCEP,2.5252115,5 39 57.22,-68 35 46.50,,,15.564,,14.926,,,,,,,,,,,,,
23112,OGLE-LMC-CEP-2833,LMC,DCEP,3.1582641,5 39 54.98,-71 25 27.70,,,16.283,,15.404,,,,,,,,,,,,,
23111,OGLE-LMC-CEP-2832,LMC,DCEP,24.1304414,5 39 53.64,-67 50 8.80,,,13.825,,12.771,,,,,,,,,,,,,
23110,OGLE-LMC-CEP-2823,LMC,DCEP,3.1069482,5 39 46.20,-69 47 27.60,,,16.49,,15.611,,,,,,,,,,,,,
23109,OGLE-LMC-CEP-2818,LMC,DCEP,3.2882257,5 39 43.54,-71 8 49.20,,,16.183,,15.359,,,,,,,,,,,,,
23108,OGLE-LMC-CEP-2817,LMC,DCEP,4.1833058,5 39 42.10,-71 1 13.60,,,15.965,,15.125,,,,,,,,,,,,,
23107,OGLE-LMC-CEP-2816,LMC,DCEP,2.0893922,5 39 41.87,-69 36 50.30,,,17.477,,16.314,,,,,,,,,,,,,
23106,OGLE-LMC-CEP-2810,LMC,DCEP,2.2717097,5 39 34.72,-69 9 59.00,,,18.222,,16.885,,,,,,,,,,,,,
23105,OGLE-LMC-CEP-2809,LMC,DCEP,4.6792864,5 39 34.38,-71 8 23.70,,,17.191,,15.851,,,,,,,,,,,,,
23104,OGLE-LMC-CEP-2800,LMC,DCEP,2.1832518,5 39 26.58,-69 37 2.00,,,20.237,,18.185,,,,,,,,,,,,,
23103,OGLE-LMC-CEP-2799,LMC,DCEP,3.4703605,5 39 26.58,-69 15 19.40,,,18.416,,16.751,,,,,,,,,,,,,
23102,OGLE-LMC-CEP-2797,LMC,DCEP,3.8915394,5 39 25.93,-71 5 16.40,,,16.058,,15.23,,,,,,,,,,,,,
23117,OGLE-LMC-CEP-2844,LMC,DCEP,3.3851881,5 40 4.80,-69 22 16.00,,,16.341,,15.489,,,,,,,,,,,,,
23118,OGLE-LMC-CEP-2849,LMC,DCEP,3.7635708,5 40 8.64,-70 47 27.60,,,17.029,,15.748,,,,,,,,,,,,,
23119,OGLE-LMC-CEP-2852,LMC,DCEP,5.3041197,5 40 11.92,-69 22 54.60,,,15.953,,15.013,,,,,,,,,,,,,
23128,OGLE-LMC-CEP-2879,LMC,DCEP,2.9567237,5 40 34.25,-71 8 29.60,,,16.624,,15.692,,,,,,,,,,,,,
23134,OGLE-LMC-CEP-2887,LMC,DCEP,0.6540038,5 40 40.82,-71 8 18.70,,,17.764,,17.071,,,,,,,,,,,,,
23133,OGLE-LMC-CEP-2886,LMC,DCEP,3.3208376,5 40 40.69,-71 13 20.90,,,16.566,,15.587,,,,,,,,,,,,,
23132,OGLE-LMC-CEP-2883,LMC,DCEP,2.1763273,5 40 37.92,-69 55 35.90,,,16.194,,15.42,,,,,,,,,,,,,
23131,OGLE-LMC-CEP-2882,LMC,DCEP,1.4986882,5 40 35.58,-69 44 44.60,,,17.395,,16.569,,,,,,,,,,,,,
23130,OGLE-LMC-CEP-2881,LMC,DCEP,2.8975054,5 40 35.19,-69 5 57.50,,,17.038,,15.969,,,,,,,,,,,,,
23129,OGLE-LMC-CEP-2880,LMC,DCEP,3.4936343,5 40 34.43,-69 35 54.50,,,17.196,,16.056,,,,,,,,,,,,,
23127,OGLE-LMC-CEP-2871,LMC,DCEP,6.3497921,5 40 31.79,-68 47 30.50,,,15.415,,14.53,,,,,,,,,,,,,
23120,OGLE-LMC-CEP-2854,LMC,DCEP,4.3647968,5 40 12.82,-69 38 8.10,,,17.558,,16.218,,,,,,,,,,,,,
23126,OGLE-LMC-CEP-2868,LMC,DCEP,2.2345728,5 40 28.98,-71 23 25.60,,,16.151,,15.494,,,,,,,,,,,,,
23125,OGLE-LMC-CEP-2864,LMC,DCEP,6.2700103,5 40 24.73,-69 52 19.50,,,15.787,,14.825,,,,,,,,,,,,,
23124,OGLE-LMC-CEP-2863,LMC,DCEP,1.9355196,5 40 24.14,-71 11 10.70,,,16.748,,15.868,,,,,,,,,,,,,
23123,OGLE-LMC-CEP-2860,LMC,DCEP,1.5841378,5 40 20.60,-69 23 47.50,,,16.257,,15.645,,,,,,,,,,,,,
23122,OGLE-LMC-CEP-2859,LMC,DCEP,2.8941902,5 40 18.29,-68 42 23.30,,,16.297,,15.534,,,,,,,,,,,,,
23121,OGLE-LMC-CEP-2858,LMC,DCEP,1.1195687,5 40 18.01,-70 57 38.60,,,17.253,,16.455,,,,,,,,,,,,,
23326,OGLE-LMC-CEP-3208,LMC,DCEP,3.9147079,5 48 15.35,-70 28 19.60,,,15.606,,14.735,,,,,,,,,,,,,
23327,OGLE-LMC-CEP-3209,LMC,DCEP,1.2772858,5 48 15.62,-69 42 32.60,,,17.089,,16.254,,,,,,,,,,,,,
23328,OGLE-LMC-CEP-3210,LMC,DCEP,5.6990471,5 48 18.16,-71 27 31.80,,,15.575,,14.661,,,,,,,,,,,,,
23799,OGLE-LMC-CEP-3420,LMC,DCEP,3.5318072,4 50 29.71,-65 51 59.70,,,15.526,,14.921,,,,,,,,,,,,,
23797,OGLE-LMC-CEP-3418,LMC,DCEP,1.1751815,4 50 15.94,-71 24 35.80,,,17.226,,16.457,,,,,,,,,,,,,
23796,OGLE-LMC-CEP-3417,LMC,DCEP,1.6127953,4 50 4.74,-73 8 21.20,,,16.441,,15.845,,,,,,,,,,,,,
23795,OGLE-LMC-CEP-3416,LMC,DCEP,0.8482611,4 50 3.30,-69 49 49.90,,,17.441,,16.745,,,,,,,,,,,,,
23794,OGLE-LMC-CEP-3415,LMC,DCEP,0.9549125,4 49 56.17,-73 0 0.50,,,17.387,,16.666,,,,,,,,,,,,,
23793,OGLE-LMC-CEP-3414,LMC,DCEP,0.8424976,4 49 47.25,-65 56 37.80,,,16.992,,16.486,,,,,,,,,,,,,
23792,OGLE-LMC-CEP-3413,LMC,DCEP,1.0136259,4 49 28.65,-66 24 24.60,,,16.832,,16.266,,,,,,,,,,,,,
23791,OGLE-LMC-CEP-3412,LMC,DCEP,1.0289925,4 49 21.08,-71 42 45.20,,,17.498,,16.688,,,,,,,,,,,,,
23790,OGLE-LMC-CEP-3411,LMC,DCEP,1.7405353,4 49 8.47,-72 36 48.50,,,17.053,,16.345,,,,,,,,,,,,,
23789,OGLE-LMC-CEP-3410,LMC,DCEP,1.5732015,4 49 7.13,-67 22 29.90,,,16.508,,15.836,,,,,,,,,,,,,
23788,OGLE-LMC-CEP-3409,LMC,DCEP,23.6813233,4 49 4.39,-69 6 42.80,,,14.15,,13.141,,,,,,,,,,,,,
23787,OGLE-LMC-CEP-3408,LMC,DCEP,0.603144,4 48 58.00,-72 33 26.10,,,17.648,,17.041,,,,,,,,,,,,,
23786,OGLE-LMC-CEP-3407,LMC,DCEP,2.0577123,4 48 50.15,-65 56 38.60,,,16.498,,15.854,,,,,,,,,,,,,
23785,OGLE-LMC-CEP-3406,LMC,DCEP,0.6600542,4 48 33.24,-71 11 40.10,,,17.635,,16.99,,,,,,,,,,,,,
23784,OGLE-LMC-CEP-3405,LMC,DCEP,0.3720028,4 48 30.73,-72 24 59.10,,,18.076,,17.607,,,,,,,,,,,,,
23783,OGLE-LMC-CEP-3404,LMC,DCEP,1.2554607,4 48 28.61,-71 19 58.00,,,16.646,,16.009,,,,,,,,,,,,,
23798,OGLE-LMC-CEP-3419,LMC,DCEP,1.1861834,4 50 16.80,-74 13 57.70,,,17.09,,16.381,,,,,,,,,,,,,
23800,OGLE-LMC-CEP-3421,LMC,DCEP,2.2948566,4 50 32.36,-64 44 8.40,,,15.986,,15.351,,,,,,,,,,,,,
23781,OGLE-LMC-CEP-3402,LMC,DCEP,3.4250095,4 48 22.73,-66 19 20.90,,,15.805,,15.149,,,,,,,,,,,,,
23801,OGLE-LMC-CEP-3422,LMC,DCEP,1.7180987,4 50 56.00,-73 39 41.30,,,16.974,,16.262,,,,,,,,,,,,,
23816,OGLE-LMC-CEP-3437,LMC,DCEP,4.6093413,4 52 56.00,-71 21 7.60,,,15.432,,14.769,,,,,,,,,,,,,
23815,OGLE-LMC-CEP-3436,LMC,DCEP,2.6552363,4 52 52.89,-70 56 5.30,,,16.379,,15.633,,,,,,,,,,,,,
23814,OGLE-LMC-CEP-3435,LMC,DCEP,3.2928789,4 52 50.34,-71 17 57.80,,,15.847,,15.179,,,,,,,,,,,,,
23813,OGLE-LMC-CEP-3434,LMC,DCEP,3.5645889,4 52 49.22,-66 18 28.10,,,15.982,,15.221,,,,,,,,,,,,,
23812,OGLE-LMC-CEP-3433,LMC,DCEP,2.8280673,4 52 47.58,-65 47 18.80,,,14.855,,14.056,,,,,,,,,,,,,
23811,OGLE-LMC-CEP-3432,LMC,DCEP,3.8687708,4 52 29.95,-71 15 57.70,,,15.368,,14.6,,,,,,,,,,,,,
23810,OGLE-LMC-CEP-3431,LMC,DCEP,3.3760889,4 52 29.16,-66 24 13.10,,,15.903,,15.213,,,,,,,,,,,,,
23809,OGLE-LMC-CEP-3430,LMC,DCEP,4.529133,4 52 26.29,-71 24 18.20,,,15.878,,15.078,,,,,,,,,,,,,
23808,OGLE-LMC-CEP-3429,LMC,DCEP,4.2430056,4 52 25.68,-65 48 20.60,,,15.729,,14.983,,,,,,,,,,,,,
23807,OGLE-LMC-CEP-3428,LMC,DCEP,2.0722718,4 52 13.37,-66 21 30.50,,,15.67,,15.151,,,,,,,,,,,,,
23806,OGLE-LMC-CEP-3427,LMC,DCEP,3.2550643,4 51 58.35,-66 26 49.90,,,15.903,,15.241,,,,,,,,,,,,,
23805,OGLE-LMC-CEP-3426,LMC,DCEP,6.3559255,4 51 54.63,-66 4 25.00,,,15.227,,14.453,,,,,,,,,,,,,
23804,OGLE-LMC-CEP-3425,LMC,DCEP,1.8816032,4 51 54.10,-65 45 26.80,,,16.708,,16.066,,,,,,,,,,,,,
23803,OGLE-LMC-CEP-3424,LMC,DCEP,0.5485745,4 51 34.52,-73 31 45.00,,,17.995,,17.329,,,,,,,,,,,,,
23802,OGLE-LMC-CEP-3423,LMC,DCEP,4.5447433,4 51 19.52,-70 56 48.30,,,15.762,,14.997,,,,,,,,,,,,,
23782,OGLE-LMC-CEP-3403,LMC,DCEP,1.7137709,4 48 25.20,-71 25 49.90,,,16.225,,15.591,,,,,,,,,,,,,
23780,OGLE-LMC-CEP-3401,LMC,DCEP,0.9817637,4 47 44.77,-72 32 3.70,,,17.117,,16.515,,,,,,,,,,,,,
23479,OGLE-LMC-CEP-3361,LMC,DCEP,0.9129683,6 15 26.11,-71 6 56.50,,,16.945,,16.407,,,,,,,,,,,,,
23761,OGLE-LMC-CEP-3382,LMC,DCEP,1.6536698,4 37 49.16,-65 45 29.60,,,16.485,,15.861,,,,,,,,,,,,,
23759,OGLE-LMC-CEP-3380,LMC,DCEP,1.0178714,4 35 32.89,-74 33 46.70,,,17.101,,16.485,,,,,,,,,,,,,
23758,OGLE-LMC-CEP-3379,LMC,DCEP,0.8342289,4 35 30.18,-72 31 39.50,,,17.5,,16.854,,,,,,,,,,,,,
23757,OGLE-LMC-CEP-3378,LMC,DCEP,0.948574,4 24 3.53,-69 45 35.70,,,17.245,,16.636,,,,,,,,,,,,,
23756,OGLE-LMC-CEP-3377,LMC,DCEP,3.2144344,4 4 28.88,-75 4 47.10,,,15.291,,14.629,,,,,,,,,,,,,
23493,OGLE-LMC-CEP-3375,LMC,DCEP,0.2560883,6 11 5.50,-71 5 12.90,,,18.613,,18.117,,,,,,,,,,,,,
23491,OGLE-LMC-CEP-3373,LMC,DCEP,0.2762256,5 33 9.48,-71 31 42.10,,,18.976,,18.465,,,,,,,,,,,,,
23490,OGLE-LMC-CEP-3372,LMC,DCEP,2.0084594,5 32 32.47,-67 45 40.50,,,17.475,,16.581,,,,,,,,,,,,,
23489,OGLE-LMC-CEP-3371,LMC,DCEP,0.269772,5 31 35.65,-70 5 41.30,,,18.96,,18.469,,,,,,,,,,,,,
23488,OGLE-LMC-CEP-3370,LMC,DCEP,0.2692426,5 21 14.11,-70 8 51.40,,,18.826,,18.035,,,,,,,,,,,,,
23487,OGLE-LMC-CEP-3369,LMC,DCEP,0.2318723,5 21 10.01,-69 27 6.50,,,18.864,,18.43,,,,,,,,,,,,,
23486,OGLE-LMC-CEP-3368,LMC,DCEP,0.267783,5 15 59.80,-69 30 47.10,,,18.365,,17.755,,,,,,,,,,,,,
23484,OGLE-LMC-CEP-3366,LMC,DCEP,0.5202714,5 15 19.20,-70 2 35.60,,,18.678,,18.268,,,,,,,,,,,,,
23483,OGLE-LMC-CEP-3365,LMC,DCEP,0.5846088,5 1 2.70,-68 40 31.90,,,16.929,,16.501,,,,,,,,,,,,,
23482,OGLE-LMC-CEP-3364,LMC,DCEP,0.3375317,5 0 22.30,-68 37 29.90,,,18.631,,18.037,,,,,,,,,,,,,
23481,OGLE-LMC-CEP-3363,LMC,DCEP,0.2624196,5 0 20.04,-68 20 15.20,,,18.795,,18.27,,,,,,,,,,,,,
23760,OGLE-LMC-CEP-3381,LMC,DCEP,0.5188341,4 37 3.69,-74 58 25.30,,,17.677,,17.23,,,,,,,,,,,,,
23762,OGLE-LMC-CEP-3383,LMC,DCEP,3.3430823,4 38 36.51,-71 58 15.60,,,16.206,,15.493,,,,,,,,,,,,,
23779,OGLE-LMC-CEP-3400,LMC,DCEP,0.6877532,4 47 33.87,-66 30 37.20,,,17.361,,16.81,,,,,,,,,,,,,
23763,OGLE-LMC-CEP-3384,LMC,DCEP,1.2603197,4 40 55.22,-72 34 6.20,,,16.944,,16.285,,,,,,,,,,,,,
23778,OGLE-LMC-CEP-3399,LMC,DCEP,1.053289,4 47 33.32,-70 44 51.80,,,17.336,,16.581,,,,,,,,,,,,,
23777,OGLE-LMC-CEP-3398,LMC,DCEP,0.6686283,4 47 9.74,-70 47 51.30,,,17.644,,16.994,,,,,,,,,,,,,
23776,OGLE-LMC-CEP-3397,LMC,DCEP,5.1048248,4 46 21.95,-69 14 12.00,,,15.976,,15.082,,,,,,,,,,,,,
23775,OGLE-LMC-CEP-3396,LMC,DCEP,16.6802833,4 46 8.50,-69 2 47.20,,,14.137,,13.178,,,,,,,,,,,,,
23774,OGLE-LMC-CEP-3395,LMC,DCEP,0.919468,4 45 48.02,-71 2 32.50,,,17.552,,16.751,,,,,,,,,,,,,
23773,OGLE-LMC-CEP-3394,LMC,DCEP,1.9393373,4 44 56.13,-66 15 33.80,,,15.69,,15.177,,,,,,,,,,,,,
23772,OGLE-LMC-CEP-3393,LMC,DCEP,1.8094955,4 44 53.81,-71 26 6.70,,,16.684,,15.996,,,,,,,,,,,,,
23771,OGLE-LMC-CEP-3392,LMC,DCEP,2.277279,4 44 30.95,-65 35 34.90,,,16.446,,15.752,,,,,,,,,,,,,
